,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAEL027576,4.451628675,2.730606162,1.197051719,-2.281109595,0.022541963,0.044749312
AAEL027577,1.492488708,0.518728057,1.83797576,-0.28222791,0.777768759,0.833205604
AAEL027578,0,#VALUE!,NA,NA,NA,NA
AAEL027579,1.004165594,-1.235623063,1.970020253,0.627213381,0.530519373,NA
AAEL027580,29.26669168,-3.625009526,0.621614589,5.831603043,5.49E-09,3.56E-08
AAEL027581,0.778673868,-0.676996077,3.018928556,0.224250447,0.822562432,NA
AAEL027582,13.92285538,0.641064509,0.640663203,-1.000626392,0.317007466,0.412213498
AAEL027583,23.74242326,-1.310897863,0.440460811,2.976196362,0.002918479,0.007316295
AAEL027584,2.02273879,-0.541510078,1.335508454,0.405471097,0.68513126,0.757238176
AAEL027585,1.559051501,-2.133857677,1.754287871,1.216366887,0.223845192,0.310774903
AAEL027586,0.639033492,-0.414012206,2.282969004,0.18134815,0.856094314,NA
AAEL027587,0,#VALUE!,NA,NA,NA,NA
AAEL027588,1.108654689,-2.871885351,2.061570308,1.393057195,0.163602496,0.240486127
AAEL027589,67.1435015,-2.079640691,0.310265741,6.702772553,2.05E-11,1.79E-10
AAEL027590,0.744004487,3.78485997,3.550041277,-1.066145342,0.286357946,NA
AAEL027591,0,#VALUE!,NA,NA,NA,NA
AAEL027592,0,#VALUE!,NA,NA,NA,NA
AAEL027593,149.8954776,1.997274384,0.229472854,-8.703750121,3.21E-18,5.51E-17
AAEL027594,148.5391262,1.089723917,0.210054309,-5.187819855,2.13E-07,1.11E-06
AAEL027595,0.098197262,0.505427261,4.080472857,-0.123864875,0.901422264,NA
AAEL027596,27.03756644,1.09157282,0.37605546,-2.902691055,0.003699714,0.009039607
AAEL027597,68.58539833,-1.935681922,0.293012817,6.606133968,3.94E-11,3.31E-10
AAEL027598,0.694452879,-0.3907685,2.532786945,0.154284,0.877385813,NA
AAEL027599,1.087599851,1.505838007,2.290986433,-0.657288051,0.510995718,0.602800169
AAEL027600,0.093538504,0.505427261,4.080472857,-0.123864875,0.901422264,NA
AAEL027601,3.112809021,-0.271459359,1.171340478,0.231751027,0.816731396,0.864188015
AAEL027602,0,#VALUE!,NA,NA,NA,NA
AAEL027603,0,#VALUE!,NA,NA,NA,NA
AAEL027604,0.391031997,-1.374057826,2.908481485,0.472431347,0.636618934,NA
AAEL027605,1.410800422,1.912748345,1.842891489,-1.037906115,0.299313766,0.39393515
AAEL027606,26.28072614,0.296422734,0.410641664,-0.721852553,0.470385135,0.563980201
AAEL027607,0,#VALUE!,NA,NA,NA,NA
AAEL027608,1.550988826,4.838849727,2.370073666,-2.041645286,0.04118673,0.075654279
AAEL027609,0.105757727,0.505427261,4.080472857,-0.123864875,0.901422264,NA
AAEL027610,44.53747005,4.558126274,1.527855649,-2.983348773,0.002851129,0.007170773
AAEL027611,209.9837401,-0.778471969,0.200239789,3.887698714,0.000101199,0.000345305
AAEL027612,1.518679641,-0.964759616,1.838191777,0.524841656,0.599693271,0.682788638
AAEL027613,0.248001496,2.428980612,4.080472857,-0.595269396,0.55166341,NA
AAEL027614,0.941621633,2.974854982,2.389366966,-1.245038968,0.213117426,NA
AAEL027615,38.19632573,-1.177022165,0.356206335,3.304326872,0.000952048,0.002662158
AAEL027616,169.9918035,-0.129201571,0.173660086,0.743991173,0.456881815,0.55147293
AAEL027617,0,#VALUE!,NA,NA,NA,NA
AAEL027618,0,#VALUE!,NA,NA,NA,NA
AAEL027619,0.199296231,-0.397765125,4.03721883,0.098524539,0.921515787,NA
AAEL027620,0,#VALUE!,NA,NA,NA,NA
AAEL027621,7.813257879,0.774470504,0.722400447,-1.072079215,0.283684454,0.377228942
AAEL027622,0.098197262,0.505427261,4.080472857,-0.123864875,0.901422264,NA
AAEL027623,5.194657592,-4.050974649,1.398964327,2.895695458,0.003783193,0.009219512
AAEL027624,0,#VALUE!,NA,NA,NA,NA
AAEL027625,0,#VALUE!,NA,NA,NA,NA
AAEL027626,2.407412068,-2.830598497,1.611709149,1.756271284,0.079042098,0.131562832
AAEL027627,0,#VALUE!,NA,NA,NA,NA
AAEL027628,0,#VALUE!,NA,NA,NA,NA
AAEL027629,5.058094038,1.69448956,0.948721054,-1.786077743,0.074086671,0.124676414
AAEL027630,0.266221512,2.428980612,4.080472857,-0.595269396,0.55166341,NA
AAEL027631,8.317429654,-5.784177393,1.349367996,4.286582616,1.81E-05,7.04E-05
AAEL027632,23.15602127,-7.261012577,1.422502257,5.104394417,3.32E-07,1.68E-06
AAEL027633,0,#VALUE!,NA,NA,NA,NA
AAEL027634,10.4009205,1.108013209,0.637130643,-1.739067522,0.082022887,0.135731307
AAEL027635,0.105757727,0.505427261,4.080472857,-0.123864875,0.901422264,NA
AAEL027636,2.226996778,1.836750599,2.364869432,-0.77668161,0.437346639,0.533080202
AAEL027637,175.4892319,1.419775113,0.261215439,-5.435264933,5.47E-08,3.09E-07
AAEL027638,3.495170372,1.337624569,1.084431154,-1.233480397,0.217396586,0.303849809
AAEL027639,19.84597948,-1.488364431,3.488311875,0.426671836,0.669618367,0.743856444
AAEL027640,0,#VALUE!,NA,NA,NA,NA
AAEL027641,0.816375258,0.812107851,2.187907867,-0.371180096,0.710503397,NA
AAEL027642,0,#VALUE!,NA,NA,NA,NA
AAEL027643,29.62932149,0.780221423,0.375615051,-2.077183597,0.037784617,0.070182142
AAEL027644,90.03834255,-0.469141183,0.227295548,2.064013953,0.039016393,0.072122546
AAEL027645,0,#VALUE!,NA,NA,NA,NA
AAEL027646,154.9702615,0.422493673,0.229957368,-1.837269565,0.066170111,0.113200035
AAEL027647,2.455628915,-0.91951751,1.322284469,0.695400673,0.486804239,0.579005023
AAEL027648,2.215743188,0.037959392,1.258364648,-0.030165653,0.975934941,0.982230328
AAEL027649,2.376206973,0.498553484,1.214011435,-0.410666218,0.681317301,0.754103923
AAEL027650,0,#VALUE!,NA,NA,NA,NA
AAEL027651,0.187077008,-0.319207322,4.044393121,0.078925889,0.937091571,NA
AAEL027652,0,#VALUE!,NA,NA,NA,NA
AAEL027653,0,#VALUE!,NA,NA,NA,NA
AAEL027654,220.2552154,0.15329434,0.156447267,-0.979846713,0.32716179,0.423233878
AAEL027655,15.77101263,1.308285014,0.646050521,-2.025050628,0.042862166,0.078260176
AAEL027656,0.266221512,2.428980612,4.080472857,-0.595269396,0.55166341,NA
AAEL027657,2.932216661,-1.473937089,1.358978389,1.084592,0.2781024,0.37116192
AAEL027658,0.098197262,0.505427261,4.080472857,-0.123864875,0.901422264,NA
AAEL027659,0.701300015,1.461568593,2.596066767,-0.562993453,0.573439342,NA
AAEL027660,0,#VALUE!,NA,NA,NA,NA
AAEL027661,0.506107239,-1.741148346,3.249128032,0.535881729,0.592040293,NA
AAEL027662,0,#VALUE!,NA,NA,NA,NA
AAEL027663,0,#VALUE!,NA,NA,NA,NA
AAEL027664,3.442209718,-3.431087931,1.47589483,2.324750966,0.02008528,0.040448323
AAEL027665,4.537271811,-1.717691759,1.083286431,1.585630272,0.112823205,0.176943826
AAEL027666,83.00582857,-0.860391877,0.298130732,2.885954998,0.00390228,0.009462216
AAEL027667,0,#VALUE!,NA,NA,NA,NA
AAEL027668,5.813382081,1.008601741,0.993821902,-1.014871717,0.310166982,0.405046678
AAEL027669,0.196394523,-0.379984905,4.038809693,0.094083389,0.925042915,NA
AAEL027670,0,#VALUE!,NA,NA,NA,NA
AAEL027671,0,#VALUE!,NA,NA,NA,NA
AAEL027672,29.31763327,-1.553642006,0.424622594,3.658877389,0.000253322,0.000792373
AAEL027673,0,#VALUE!,NA,NA,NA,NA
AAEL027674,683.7067232,1.565753174,0.193055377,-8.110383674,5.05E-16,7.16E-15
AAEL027675,0.191735766,-0.349833294,4.041551199,0.086559164,0.931021926,NA
AAEL027676,0,#VALUE!,NA,NA,NA,NA
AAEL027677,0.266221512,2.428980612,4.080472857,-0.595269396,0.55166341,NA
AAEL027678,0.579866055,-1.943094289,3.109692911,0.62485086,0.532068947,NA
AAEL027679,0,#VALUE!,NA,NA,NA,NA
AAEL027680,8.899419112,0.301527355,0.641775007,-0.469833433,0.638474026,0.717161518
AAEL027681,1.728762111,-1.048021501,1.706248057,0.614225755,0.539066156,0.629454833
AAEL027682,0,#VALUE!,NA,NA,NA,NA
AAEL027683,0.532443023,3.290415724,3.980865696,-0.826557833,0.408487726,NA
AAEL027684,0,#VALUE!,NA,NA,NA,NA
AAEL027685,0.30215225,-0.997382511,3.891666057,0.256286767,0.797729415,NA
AAEL027686,100.5595532,1.753156315,0.231289614,-7.579918038,3.46E-14,4.09E-13
AAEL027687,0,#VALUE!,NA,NA,NA,NA
AAEL027688,34.28094015,-1.313374816,0.378064242,3.473946148,0.000512864,0.001510471
AAEL027689,0.599645743,-1.986719663,2.528274064,0.785800753,0.431984226,NA
AAEL027690,0,#VALUE!,NA,NA,NA,NA
AAEL027691,0,#VALUE!,NA,NA,NA,NA
AAEL027692,48.60187828,0.064915336,0.292672747,-0.221801779,0.824468194,0.869796358
AAEL027693,0,#VALUE!,NA,NA,NA,NA
AAEL027694,20.4557656,-0.074196515,0.543776151,0.136446799,0.891468079,0.919894548
AAEL027695,0,#VALUE!,NA,NA,NA,NA
AAEL027696,0.359760016,1.467203084,3.707552263,-0.395733622,0.69230155,NA
AAEL027697,6.553736741,1.122726966,0.799654978,-1.404014228,0.160314613,0.236583902
AAEL027698,9.176509383,-3.395195231,1.053460205,3.222898421,0.001269005,0.003450536
AAEL027699,3.437491158,-1.172070159,1.164838553,1.006208247,0.314315406,0.409444161
AAEL027700,26.02535959,-1.498141125,0.490609302,3.053633752,0.002260879,0.005818002
AAEL027701,0.093538504,0.505427261,4.080472857,-0.123864875,0.901422264,NA
AAEL027702,1.052157531,1.420415999,2.003106779,-0.709106481,0.478258402,0.571297881
AAEL027703,6.430550432,1.728055528,0.87579235,-1.973133845,0.048480315,0.086765398
AAEL027704,2.948730199,-0.215433773,1.209444582,0.178126204,0.858623863,0.894453887
AAEL027705,0.211515454,-0.473283331,4.03066951,0.117420525,0.90652682,NA
AAEL027706,24.07374252,0.959885005,0.481797785,-1.992298503,0.046338316,0.083524958
AAEL027707,0,#VALUE!,NA,NA,NA,NA
AAEL027708,0,#VALUE!,NA,NA,NA,NA
AAEL027709,16.35005986,1.148417657,0.546729118,-2.100524042,0.035682768,0.066856091
AAEL027710,0,#VALUE!,NA,NA,NA,NA
AAEL027711,0.191735766,-0.349833294,4.041551199,0.086559164,0.931021926,NA
AAEL027712,0,#VALUE!,NA,NA,NA,NA
AAEL027713,0,#VALUE!,NA,NA,NA,NA
AAEL027714,0.098197262,0.505427261,4.080472857,-0.123864875,0.901422264,NA
AAEL027715,1.497929635,-3.307671687,1.919122542,1.723533341,0.084792121,0.1395912
AAEL027716,109.3749728,0.157414306,0.208974849,-0.753269146,0.451288195,0.546606786
AAEL027717,1.834221524,-0.440334177,1.455804426,0.302467948,0.762295364,0.820519303
AAEL027718,11.55046761,-6.256635812,1.281318682,4.882966196,1.05E-06,4.91E-06
AAEL027719,0,#VALUE!,NA,NA,NA,NA
AAEL027720,0,#VALUE!,NA,NA,NA,NA
AAEL027721,0.187077008,-0.319207322,4.044393121,0.078925889,0.937091571,NA
AAEL027722,76.50684849,-2.032423408,0.296974254,6.843769727,7.71E-12,7.12E-11
AAEL027723,0.289933027,-0.943570647,3.939813777,0.239496256,0.8107208,NA
AAEL027724,49.63948289,1.100595933,0.31594209,-3.483536913,0.000494835,0.001464723
AAEL027725,0,#VALUE!,NA,NA,NA,NA
AAEL027726,1.462751579,0.269350789,2.107618755,-0.12779863,0.898308335,0.925204639
AAEL027727,6.124970946,1.517968068,0.856053956,-1.773215412,0.076193019,0.127549586
AAEL027728,0.819990294,-0.781181287,2.170148467,0.359966748,0.718872,NA
AAEL027729,3.426361858,-4.504818378,1.550972868,2.904511401,0.003678268,0.008998951
AAEL027730,0.105757727,0.505427261,4.080472857,-0.123864875,0.901422264,NA
AAEL027731,73.45709935,-0.315632599,0.338376065,0.932786422,0.350930253,0.446967142
AAEL027732,4.5205037,1.039047312,0.891849068,-1.16504838,0.24399941,0.333353098
AAEL027733,0.557714211,-0.061473496,2.738258346,0.022449853,0.982089114,NA
AAEL027734,0.093538504,0.505427261,4.080472857,-0.123864875,0.901422264,NA
AAEL027735,4.639723844,0.069552146,1.050135211,-0.06623161,0.947193431,0.961424807
AAEL027736,6.55025669,0.166874251,0.885903465,-0.18836618,0.85058961,0.889194179
AAEL027737,1.981910782,-1.458285037,1.504466386,0.969303834,0.332393617,0.428690291
AAEL027738,3.347331891,-4.470121373,1.540912953,2.900956451,0.003720256,0.009079866
AAEL027739,0,#VALUE!,NA,NA,NA,NA
AAEL027740,0.693184247,-2.197518005,2.361107884,0.93071478,0.352001122,NA
AAEL027741,0.191735766,-0.349833294,4.041551199,0.086559164,0.931021926,NA
AAEL027742,0,#VALUE!,NA,NA,NA,NA
AAEL027743,0.958678829,-2.668916877,2.656165578,1.004800642,0.314992855,NA
AAEL027744,0,#VALUE!,NA,NA,NA,NA
AAEL027745,0.105757727,0.505427261,4.080472857,-0.123864875,0.901422264,NA
AAEL027746,0,#VALUE!,NA,NA,NA,NA
AAEL027747,0,#VALUE!,NA,NA,NA,NA
AAEL027748,52.34617518,-0.435386077,0.297595008,1.46301539,0.143463168,0.215944444
AAEL027749,139.2668072,0.561424749,0.210010141,-2.673322086,0.00751041,0.017003185
